t_index,term,df
6228,logist,12
6229,logvinovich,1
6230,lohna,1
6231,loi,1
6232,loit,1
6233,london,33
6234,lone,8
6235,long,236
6236,longer,65
6237,longest,6
6238,longev,1
6239,longshot,1
6240,longstand,4
6241,longtim,26
6242,look,221
6243,lookout,3
6244,loom,7
6245,loop,1
6246,loophol,2
6247,loos,24
6248,loosen,7
6249,looser,2
6250,loot,11
6251,lopez,6
6252,lopsid,4
6253,loran,6
6254,lord,6
6255,lore,1
6256,lorensen,1
6257,lorenzo,6
6258,lori,1
6259,loron,2
6260,lorri,1
6261,lose,79
6262,loser,7
6263,loss,62
6264,lost,150
6265,lot,132
6266,lott,6
6267,lotteri,1
6268,lou,1
6269,loud,13
6270,loudli,1
6271,loudspeak,9
6272,loug,1
6273,loui,65
6274,louisiana,6
6275,louisvil,4
6276,lourd,1
6277,lousi,3
6278,love,50
6279,low,57
6280,lowel,3
6281,lower,26
6282,lowest,5
6283,loyal,16
6284,loyalist,17
6285,loyalti,8
6286,lsd,1
6287,lt,53
6288,lubbock,1
6289,luci,1
6290,lucia,2
6291,luciano,1
6292,lucio,2
6293,luck,4
6294,lucki,20
6295,luckier,1
6296,luckiest,3
6297,lucr,2
6298,ludwig,1
6299,lugar,3
6300,luggag,1
6301,lui,8
6302,lukin,1
6303,lumber,3
6304,lumberjack,1
6305,luna,1
6306,lunch,12
6307,luncheon,3
6308,lunchtim,2
6309,lung,9
6310,luong,6
6311,lurid,1
6312,lurin,1
6313,lush,1
6314,lust,1
6315,luther,2
6316,lutheran,1
6317,luxembourg,3
6318,luxor,2
6319,luxuri,5
6320,lvador,1
6321,lwr,1
6322,ly,20
6323,lyhoog,1
6324,lynch,2
6325,lyndon,8
6326,lynn,2
6327,lyon,1
6328,lyric,3
6329,m,258
6330,ma,1
6331,mac,4
6332,macarthur,1
6333,macdonald,4
6334,maceda,11
6335,macedonia,2
6336,machaca,3
6337,machet,6
6338,machin,23
6339,machineri,4
6340,machinist,1
6341,mack,8
6342,macon,1
6343,mad,4
6344,madden,1
6345,maddock,1
6346,madelein,42
6347,madelin,4
6348,madinat,1
6349,madison,3
6350,madix,1
6351,madra,4
6352,madrassah,1
6353,madrid,14
6354,maelstrom,1
6355,mafia,3
6356,magana,6
6357,maganbhai,4
6358,magazin,13
6359,mager,1
6360,maggi,1
6361,magic,2
6362,magistr,3
6363,magnanim,3
6364,magnat,3
6365,magnet,1
6366,magnifi,4
6367,magnific,1
6368,magnitogorsk,2
6369,magnitud,59
6370,magnu,14
6371,magnum,4
6372,mahajan,2
6373,mahatma,1
6374,mahesh,1
6375,mahmood,1
6376,mahmoud,1
6377,mahogani,1
6378,mahopac,1
6379,mahur,3
6380,maiden,1
6381,mail,22
6382,maim,3
6383,main,122
6384,mainagashev,1
6385,mainland,1
6386,mainli,17
6387,mainstai,1
6388,maintain,48
6389,mainten,19
6390,mainupl,1
6391,maj,5
6392,majdanpek,1
6393,majoli,6
6394,major,198
6395,make,275
6396,maker,8
6397,makeshift,16
6398,maketa,1
6399,makeup,1
6400,malaysia,4
6401,malaysian,3
6402,malca,1
6403,malcolm,2
6404,male,2
6405,malevol,4
6406,malfunct,13
6407,malhotra,1
6408,mali,3
6409,malic,2
6410,maliss,1
6411,malivai,1
6412,mall,5
6413,malnourish,1
6414,malnutrit,1
6415,malon,1
6416,malonei,2
6417,mama,1
6418,mamad,2
6419,mamansk,1
6420,mammoth,2
6421,man,210
6422,manag,88
6423,manama,4
6424,mananga,1
6425,manannikova,1
6426,manau,1
6427,manchest,1
6428,mandat,9
6429,mandatori,7
6430,mandela,1
6431,maneuv,27
6432,mangal,1
6433,mangl,12
6434,mangu,1
6435,manhattan,10
6436,manhunt,27
6437,mania,3
6438,manifest,1
6439,manifold,1
6440,manind,1
6441,manipul,27
6442,mann,4
6443,manner,15
6444,manorama,1
6445,mansfield,1
6446,mansi,1
6447,mansion,21
6448,mansoob,1
6449,mansoon,1
6450,mantra,4
6451,manual,2
6452,manuel,5
6453,manufactur,12
6454,maoist,2
6455,map,8
6456,maquiladora,1
6457,mar,20
6458,maradiaga,1
6459,maraniss,1
6460,marat,27
6461,marathon,6
6462,marbella,1
6463,marbl,3
6464,marburi,1
6465,marc,23
6466,marcela,1
6467,marcelo,2
6468,march,59
6469,marchenko,1
6470,marcher,6
6471,marci,1
6472,marco,7
6473,marg,1
6474,margaret,4
6475,margin,26
6476,margolin,2
6477,mari,27
6478,maria,13
6479,mariam,1
6480,mariana,2
6481,mariano,1
6482,marietta,3
6483,marija,1
6484,marijuana,5
6485,marilyn,4
6486,marin,39
6487,mario,9
6488,marit,2
6489,maritim,17
6490,marjanov,2
6491,mark,85
6492,market,33
6493,marketplac,2
6494,marko,11
6495,markov,10
6496,marlborough,2
6497,marlen,2
6498,marlin,15
6499,marlton,1
6500,marmian,1
6501,maroon,1
6502,marquez,15
6503,marrero,2
6504,marri,7
6505,marriag,5
6506,marroquin,1
6507,marrow,1
6508,marsha,1
6509,marshal,12
6510,marshallfor,1
6511,marshallreport,1
6512,mart,1
6513,marta,2
6514,martha,2
6515,marti,1
6516,martial,1
6517,martin,20
6518,martina,40
6519,martinez,8
6520,martyr,3
6521,martz,1
6522,marv,1
6523,marvel,2
6524,marxist,11
6525,maryland,3
6526,masia,1
6527,mask,5
6528,mason,3
6529,masonri,11
6530,masquerad,1
6531,masri,2
6532,mass,41
6533,massachusett,5
6534,massacr,6
6535,masseus,1
6536,massi,2
6537,massif,1
6538,massiv,65
6539,mast,1
6540,master,10
6541,masteri,1
6542,mastermind,33
6543,mat,1
6544,match,70
6545,matchup,6
6546,mate,18
6547,materi,42
6548,math,1
6549,mathemat,3
6550,mathewson,2
6551,mathieu,1
6552,matic,4
6553,matt,1
6554,matter,77
6555,matthew,8
6556,mattingli,1
6557,mattress,5
6558,matur,2
6559,mauresmo,6
6560,mauricio,1
6561,mauritania,4
6562,mauro,1
6563,mausoleum,3
6564,max,1
6565,maxim,2
6566,maximalist,1
6567,maximum,34
6568,mayb,39
6569,mayhem,3
6570,mayor,30
6571,maze,2
6572,mbeki,3
6573,mcalest,3
6574,mcarthur,1
6575,mcauliff,4
6576,mcavoi,1
6577,mccain,5
6578,mccarthi,2
6579,mcclean,1
6580,mcclure,1
6581,mccollum,7
6582,mccomb,1
6583,mcconnel,1
6584,mcdaniel,1
6585,mcdonald,2
6586,mcdoogl,3
6587,mcdougal,12
6588,mcduff,1
6589,mcduge,1
6590,mcenro,2
6591,mcgwire,2
6592,mci,1
6593,mcintosh,1
6594,mcnamara,1
6595,mcveigh,1
6596,md,6
6597,meager,2
6598,meal,6
6599,mean,99
6600,meaning,2
6601,meant,22
6602,meantim,14
6603,measur,69
6604,meat,3
6605,mecca,2
6606,mechan,10
6607,mechanicsvil,3
6608,medal,10
6609,medalist,5
6610,media,68
6611,mediat,17
6612,medic,92
6613,medicar,13
6614,medicin,18
6615,medina,5
6616,medinat,2
6617,mediterranean,6
6618,medium,6
6619,meena,1
6620,meet,171
6621,megaphon,1
6622,megawatt,2
6623,meghann,3
6624,megrahi,1
6625,meguid,1
6626,mehta,3
6627,mei,1
6628,mel,67
6629,mela,3
6630,melancholi,1
6631,melbourn,28
6632,mele,7
6633,melissa,7
6634,mell,1
6635,mellman,1
6636,melros,1
6637,melt,3
6638,melvin,4
6639,member,205
6640,membership,4
6641,memento,1
6642,memo,5
6643,memoir,1
6644,memor,4
6645,memorandum,1
6646,memori,58
6647,memphi,1
6648,men,217
6649,menac,1
6650,mend,3
6651,menet,1
6652,mengistu,1
6653,mensch,1
6654,mental,15
6655,mention,37
6656,mentor,1
6657,menu,2
6658,mer,1
6659,merced,3
6660,merchant,6
6661,merci,6
6662,merciless,1
6663,mere,17
6664,merg,3
6665,merger,2
6666,meri,2
6667,merianov,1
6668,merit,13
6669,merlin,1
6670,mermonsk,1
6671,mermosk,1
6672,mern,1
6673,merri,2
6674,mershon,8
6675,mesh,2
6676,mesmer,1
6677,mess,17
6678,messag,44
6679,messeng,1
6680,met,81
6681,metal,32
6682,metallurg,2
6683,metaphor,3
6684,meteorolog,6
6685,meteorologist,3
6686,meter,2
6687,method,15
6688,methodist,2
6689,methodolog,1
6690,methyl,1
6691,meticul,4
6692,metropolitan,1
6693,mexican,4
6694,mexico,34
6695,mi,2
6696,mia,12
6697,miami,14
6698,miand,1
6699,micandinov,1
6700,mich,9
6701,michael,45
6702,michal,3
6703,michel,4
6704,michella,1
6705,michigan,18
6706,mickelson,3
6707,mickli,1
6708,microphon,2
6709,microscop,2
6710,micunov,1
6711,mid,35
6712,midafternoon,1
6713,middai,11
6714,middl,133
6715,mideast,25
6716,midhar,2
6717,midnight,19
6718,midpoint,1
6719,midsect,3
6720,midst,7
6721,midstream,1
6722,midwai,2
6723,midweek,1
6724,midwest,3
6725,midwestern,1
6726,mif,1
6727,mift,1
6728,mig,1
6729,mighti,3
6730,migrant,2
6731,migrat,5
6732,miguel,11
6733,mihailova,1
6734,mihajlov,3
6735,mihdar,3
6736,miiltari,1
6737,mik,1
6738,mike,22
6739,mikhail,8
6740,mikhailov,1
6741,mikilo,1
6742,miklaszeski,1
6743,miklaszewski,14
6744,miklaszweski,1
6745,mil,19
6746,milagro,2
6747,milan,10
6748,milanko,1
6749,milanov,2
6750,mild,7
6751,mildli,1
6752,mildr,1
6753,mile,138
6754,mileston,2
6755,milica,2
6756,milit,38
6757,militantli,2
6758,militar,3
6759,militari,282
6760,militarili,8
6761,militia,2
6762,militiamen,1
6763,milivoj,1
6764,milivojev,1
6765,milk,1
6766,milken,17
6767,mill,3
6768,millenni,1
6769,millennium,4
6770,miller,6
6771,millimet,2
6772,million,192
6773,millionair,15
6774,milo,3
6775,milosev,134
6776,milosov,1
6777,milovan,2
6778,milroi,1
6779,milutin,4
6780,milutinov,9
6781,milwauke,6
6782,min,1
6783,minaret,2
6784,minc,1
6785,mind,38
6786,minder,1
6787,mindset,1
6788,mine,16
6789,minefield,1
6790,miner,20
6791,minesweep,1
6792,ming,1
6793,mingl,3
6794,minh,24
6795,miniatur,1
6796,minim,3
6797,minimum,13
6798,minist,171
6799,ministri,35
6800,minivan,1
6801,minn,3
6802,minneapoli,2
6803,minner,1
6804,minnesota,12
6805,minnesotan,1
6806,minor,39
6807,mint,1
6808,minu,6
6809,minut,114
6810,mira,3
6811,miracl,10
6812,miracul,7
6813,miranda,3
6814,mirco,1
6815,miriam,1
6816,mirjana,9
6817,mirko,2
6818,miroljub,1
6819,miroslav,2
6820,miroslava,2
6821,mirror,3
6822,misappli,2
6823,miscalcul,1
6824,misconduct,1
6825,misconstru,1
6826,miscu,1
6827,misde,2
6828,misdemeanor,8
6829,miser,4
6830,miseri,1
6831,misfir,3
6832,misfortun,1
6833,misguid,1
6834,misha,2
6835,mishandl,6
6836,mishap,1
6837,mishra,1
6838,misinform,2
6839,misl,2
6840,mislead,1
6841,mismanag,3
6842,mismatch,4
6843,misnom,1
6844,mispronounc,1
6845,misrepres,1
6846,misrepresent,1
6847,misri,1
6848,miss,154
6849,missil,55
6850,mission,55
6851,missionari,3
6852,mississippi,13
6853,missouri,67
6854,missourian,6
6855,misspel,1
6856,misstat,3
6857,misstep,2
6858,mistak,32
6859,mistaken,3
6860,mistreat,4
6861,mistress,6
6862,mistrust,1
6863,misunderstand,3
6864,misunderstood,4
6865,misus,2
6866,mitch,5
6867,mitchel,7
6868,mitic,2
6869,mitig,5
6870,mitra,1
6871,mitrovica,1
6872,mittman,1
6873,mix,26
6874,mixtur,3
6875,mladic,2
6876,mladjan,3
6877,mo,14
6878,moammar,1
6879,moan,1
6880,mob,27
6881,mobil,17
6882,mock,5
6883,mockeri,1
6884,mode,4
6885,model,12
6886,moder,29
6887,modern,24
6888,modest,7
6889,modifi,6
6890,mofrt,1
6891,mogul,5
6892,moham,24
6893,mohammad,1
6894,mohm,1
6895,mohsen,3
6896,moin,1
6897,molass,1
6898,mold,1
6899,mole,1
6900,molest,1
6901,molotov,1
6902,mom,5
6903,momcilo,1
6904,moment,110
6905,moments,1
6906,momentum,12
6907,momir,5
6908,mommi,1
6909,mona,1
6910,monarch,1
6911,monarchi,1
6912,monasteri,1
6913,mondai,207
6914,monei,115
6915,monetari,13
6916,mong,1
6917,monger,2
6918,monica,32
6919,moniqu,1
6920,monitor,15
6921,monopol,1
6922,monoxid,2
6923,monsignor,1
6924,mont,1
6925,montana,9
6926,montecino,5
6927,montelo,1
6928,montenegrin,7
6929,montenegro,23
6930,montesino,41
6931,montesseno,1
6932,montgomeri,2
6933,month,271
6934,monthli,1
6935,monthlong,1
6936,monticello,1
6937,montonegro,1
6938,montono,1
6939,montoursvil,1
6940,monument,3
6941,moo,1
6942,mood,19
6943,moolgd,1
6944,moon,1
6945,moonei,1
6946,mooni,1
6947,moor,35
6948,moorin,1
6949,moot,1
6950,mope,1
6951,moral,38
6952,morali,1
6953,morariu,4
6954,moratorium,5
6955,moreno,8
6956,moresmo,1
6957,morgan,1
6958,morgu,8
6959,mori,5
6960,morison,1
6961,mork,1
6962,morn,139
6963,moroccan,1
6964,morocco,8
6965,moros,1
6966,morph,1
6967,morrano,1
6968,morri,2
6969,morrisvil,2
6970,mortal,2
6971,mortar,4
6972,mortem,2
6973,morton,3
6974,moscow,79
6975,mosqu,14
6976,mosquito,1
6977,mossad,1
6978,motahar,1
6979,motel,9
6980,moth,1
6981,mother,64
6982,motherland,1
6983,motherless,1
6984,motion,11
6985,motiv,19
6986,motlei,1
6987,motor,19
6988,motorbik,1
6989,motorcad,11
6990,motorcycl,6
6991,motorist,1
6992,motsak,4
6993,motto,2
6994,mound,11
6995,mount,39
6996,mountain,37
6997,mountainsid,6
6998,mountaintop,1
6999,mourn,21
7000,mourner,12
7001,mourton,1
7002,mouth,4
7003,mouthpiec,3
7004,move,139
7005,movement,37
7006,mover,5
7007,movi,10
7008,mow,2
7009,moya,10
7010,moynihan,5
7011,moyo,1
7012,mozambiqu,2
7013,mph,16
7014,mr,151
7015,mra,2
7016,mrclinton,1
7017,ms,4
7018,msnbc,5
7019,mtv,1
7020,mubarak,6
7021,mud,24
7022,muddi,4
7023,muddl,3
7024,mudslid,5
7025,mueller,5
7026,muezzin,1
7027,muffl,3
7028,mug,2
7029,mugab,1
7030,muhajiroun,3
7031,muham,1
7032,muhammad,7
7033,mujahedeen,1
7034,mujahedin,1
7035,mujahid,1
7036,mull,3
7037,mullah,1
7038,mulligan,1
7039,mullin,9
7040,mulshankar,3
7041,multi,1
7042,multifacet,2
7043,multilingu,1
7044,multimillion,2
7045,multimillionair,3
7046,multin,4
7047,multiparti,2
7048,multipl,11
7049,multipli,1
7050,multistori,7
7051,multitud,2
7052,mum,2
7053,mumbai,1
7054,munchak,1
7055,mundan,2
7056,munich,1
7057,municip,17
7058,munit,3
7059,muprhi,1
7060,muqbel,1
7061,murder,52
7062,murdoch,1
7063,murk,1
7064,murki,3
7065,murmansk,5
7066,murmosk,1
7067,murousi,1
7068,murphi,21
7069,murrai,2
7070,murtza,1
7071,musawah,3
7072,muscl,4
7073,muscular,1
7074,muse,1
7075,museum,7
7076,musharraf,4
7077,music,13
7078,musician,2
7079,muslim,59
7080,mustach,2
7081,muster,1
7082,mustn,3
7083,mute,9
7084,mutil,2
7085,mutin,1
7086,mutini,7
7087,muttawakil,1
7088,mutter,1
7089,mutual,1
7090,myakka,1
7091,myasthenia,1
7092,mydan,1
7093,myer,4
7094,myong,2
7095,mysteri,17
7096,mystiqu,1
7097,myth,2
7098,mythic,1
7099,n,80
7100,naacp,1
7101,nab,2
7102,nabil,1
7103,nachtig,4
7104,nacion,1
7105,nadejda,1
7106,nader,12
7107,naderi,2
7108,nadia,1
7109,nadler,1
7110,nadu,1
7111,nagel,1
7112,nagl,1
7113,nagyova,3
7114,nahdi,1
7115,nai,1
7116,nail,3
7117,naina,5
7118,nainabehn,1
7119,nairobi,6
7120,nairri,1
7121,naiv,1
7122,naji,1
7123,najjar,1
7124,nake,2
7125,nam,4
7126,namast,1
7127,nambiar,1
7128,name,81
7129,namesak,1
7130,namrata,5
7131,nanci,3
7132,nanni,1
7133,nanuet,1
7134,naoya,1
7135,nap,2
7136,narayan,2
7137,narayanan,1
7138,narbheram,1
7139,narcot,13
7140,narr,1
7141,narrow,29
7142,narrowli,9
7143,nasa,1
7144,nasdaq,1
7145,nashvil,7
7146,nasir,1
7147,nasr,1
7148,nassou,2
7149,nasti,1
7150,nastier,1
7151,natalia,1
7152,nath,1
7153,nati,1
7154,nation,332
7155,nationalcop,1
7156,nationalist,15
7157,nationwid,20
7158,nativ,18
7159,nato,47
7160,natop,1
7161,natta,1
7162,natter,11
7163,natur,49
7164,nauf,1
7165,navajo,4
7166,naval,108
7167,navarro,1
7168,navasota,1
7169,navcent,2
7170,navel,1
7171,navi,230
7172,navig,2
7173,navnirman,1
7174,navpalib,4
7175,navrotski,8
7176,navstanorva,1
7177,navymen,2
7178,nazi,3
7179,nbc,66
7180,nd,10
7181,ne,1
7182,nea,1
7183,near,181
7184,nearbi,66
7185,nearest,1
7186,nearli,115
7187,neat,4
7188,neatli,1
7189,neb,1
7190,nebojsa,15
7191,nebraska,4
7192,necess,2
7193,necessari,30
7194,necessarili,8
7195,necessit,3
7196,neck,9
7197,ned,1
7198,need,210
7199,needi,1
7200,neediest,1
7201,needl,1
7202,neeman,1
7203,neg,12
7204,negat,1
7205,neglect,2
7206,neglig,4
7207,negoti,63
7208,neighbor,83
7209,neighborhood,54
7210,neighborli,5
7211,neil,2
7212,neill,3
7213,nelli,1
7214,nelson,8
7215,nemesi,4
7216,nemeth,1
7217,nena,1
7218,nenad,10
7219,nenadov,1
7220,nene,1
7221,neo,7
7222,nepal,8
7223,nephew,5
7224,neruda,2
7225,nerv,5
7226,nervou,12
7227,nervous,4
7228,nese,1
7229,ness,1
7230,nest,1
7231,net,81
7232,netherland,15
7233,network,61
7234,neutral,4
7235,nevada,7
7236,nevypolneniy,1
7237,new,611
7238,newark,1
7239,newburi,21
7240,newcomb,1
7241,newer,1
7242,newest,6
7243,newfound,1
7244,newli,34
7245,newlyw,2
7246,newport,2
7247,newscast,7
7248,newslett,4
7249,newsmagazin,1
7250,newsnow,1
7251,newspap,58
7252,newsroom,1
7253,newsstand,1
7254,newsweek,3
7255,newswir,1
7256,nfl,1
7257,ng,2
7258,nga,4
7259,ngan,1
7260,ngo,2
7261,ngoc,2
7262,nguessan,2
7263,nguyen,4
7264,nhan,1
7265,nhema,1
7266,ni,10
7267,nic,1
7268,nicaragua,3
7269,nice,10
7270,niceti,1
7271,nich,1
7272,nichola,2
7273,nick,4
7274,nicknam,5
7275,nicodem,2
7276,nicol,3
7277,nicola,8
7278,nidal,1
7279,niec,1
7280,nielsen,1
7281,nien,2
7282,nieto,1
7283,nigeria,7
7284,nigerian,1
7285,night,198
7286,nightclub,3
7287,nighter,1
7288,nightfal,3
7289,nightgown,2
7290,nightli,2
7291,nightmar,6
7292,nightmarish,1
7293,nighttim,6
7294,nikit,1
7295,nikol,2
7296,nikola,3
7297,niksic,2
7298,nimesh,1
7299,nin,2
7300,nina,5
7301,nineti,1
7302,nino,1
7303,ninth,20
7304,nip,2
7305,nirmala,1
7306,nissan,3
7307,nitex,2
7308,nitrat,1
7309,nitti,1
7310,nixon,17
7311,nizali,1
7312,nleomf,1
7313,nn,1
7314,nobl,3
7315,nobleman,1
7316,nod,2
7317,noi,1
7318,nois,6
7319,noisi,1
7320,nolan,1
7321,noman,1
7322,nomin,17
7323,nomine,14
7324,non,18
7325,nonchalantli,1
7326,noncommiss,1
7327,nonessenti,3
7328,nonetheless,9
7329,nonexist,5
7330,nongovern,2
7331,nonneman,1
7332,nonpartisan,6
7333,nonpolit,2
7334,nonprofit,3
7335,nonsens,1
7336,nonspecif,1
7337,nonstat,1
7338,nonstop,4
7339,nonviol,7
7340,nonword,1
7341,noon,13
7342,noparolepelti,2
7343,norah,1
7344,norfolk,67
7345,norm,3
7346,normal,69
7347,normalci,1
7348,norman,19
7349,north,78
7350,northeast,10
7351,northeastern,6
7352,northern,60
7353,northup,4
7354,northward,1
7355,northwest,17
7356,northwestern,3
7357,norton,1
7358,norwai,14
7359,norwegian,44
7360,nose,3
7361,nostalgia,1
7362,notabl,10
7363,notch,4
7364,note,70
7365,notebook,2
7366,notic,19
7367,notif,1
7368,notifi,20
7369,notion,4
7370,notori,6
7371,notorieti,1
7372,notr,2
7373,notwithstand,2
7374,nov,38
7375,novel,2
7376,novelist,2
7377,novemb,36
7378,novi,4
7379,novic,1
7380,novost,1
7381,novosti,3
7382,nowadai,1
7383,npr,9
7384,ntsb,5
7385,nuanc,1
7386,nuclear,52
7387,nude,1
7388,nudg,3
7389,nuffer,1
7390,null,1
7391,nullifi,9
7392,numb,1
7393,number,145
7394,numer,21
7395,nun,1
7396,nuria,3
7397,nurs,8
7398,nurtur,2
7399,nuvajubhai,1
7400,nw,1
7401,ny,1
7402,nytim,1
7403,o,17
7404,oa,2
7405,oakland,1
7406,oasi,2
7407,oath,13
7408,oaxa,1
7409,obedi,2
7410,obei,9
7411,obituari,1
7412,object,36
7413,oblig,9
7414,obliqu,1
7415,obliter,2
7416,obrad,1
7417,obradov,3
7418,obrenovac,1
7419,obscen,2
7420,obscur,5
7421,observ,45
7422,observatori,1
7423,obsess,2
7424,obstacl,14
7425,obstinaci,1
7426,obstruct,3
7427,obstructionist,1
7428,obtain,61
7429,obviou,12
7430,obvious,46
7431,obyazatelstv,1
7432,occas,19
7433,occasion,14
7434,occup,9
7435,occupi,16
7436,occur,67
7437,ocean,13
7438,ochoa,3
7439,oct,112
7440,octob,76
7441,octopu,3
7442,odci,4
7443,odd,10
7444,odeh,1
7445,odium,1
7446,odlon,1
7447,odolon,1
7448,off,2
7449,offenc,1
7450,offend,13
7451,offens,16
7452,offer,128
7453,offic,364
7454,offici,496
7455,offshoot,1
7456,offshor,11
7457,ofici,1
7458,ofussia,1
7459,ogen,1
7460,ognjen,1
7461,oh,14
7462,ohio,9
7463,oht,2
7464,oik,1
7465,oil,48
7466,oiler,2
7467,oilfield,1
7468,oili,4
7469,ojdan,3
7470,ok,16
7471,okai,8
7472,okaz,1
7473,okla,2
7474,oklahoma,13
7475,oklia,1
7476,old,256
7477,olden,1
7478,older,9
7479,oldest,9
7480,oleg,2
7481,olga,3
7482,oliv,5
7483,oliva,2
7484,olivera,5
7485,olivo,1
7486,oloroc,1
7487,olsen,3
7488,olson,1
7489,olymp,16
7490,olympia,3
7491,olympian,1
7492,om,1
7493,omah,1
7494,oman,4
7495,omar,9
7496,ombudsman,4
7497,omen,3
7498,omeri,1
7499,omin,2
7500,omiss,2
7501,omit,2
7502,omnivor,1
7503,on,49
7504,onal,1
7505,onboard,4
7506,onetim,2
7507,ong,1
7508,ongo,14
7509,onkar,1
7510,onlin,1
7511,onlook,9
7512,onsit,1
7513,onslaught,1
7514,onw,1
7515,onward,1
7516,op,1
7517,opec,1
7518,open,275
7519,openli,16
7520,oper,166
7521,opera,2
7522,operat,1
7523,opinion,23
7524,oppon,75
7525,opportun,30
7526,oppos,42
7527,opposit,188
7528,opt,6
7529,optic,2
7530,optim,4
7531,optimist,12
7532,option,39
7533,opul,3
7534,opusa,1
7535,or,7
7536,oracl,1
7537,oral,1
7538,orang,10
7539,orano,1
7540,orat,2
7541,oratori,1
7542,orbit,1
7543,orchard,1
7544,orchestr,4
7545,ordain,1
7546,ordeal,5
7547,order,132
7548,orderli,6
7549,ordin,1
7550,ordinari,16
7551,ordnanc,7
7552,oregon,11
7553,oreman,1
7554,org,13
7555,organ,120
7556,organiz,2
7557,orgi,1
7558,orient,6
7559,origin,46
7560,orissa,1
7561,orlando,4
7562,orlean,1
7563,orphan,1
7564,orrin,2
7565,ort,1
7566,ortega,2
7567,ortel,1
7568,orthodox,17
7569,orthoped,1
7570,ortiz,3
7571,osama,84
7572,oscar,5
7573,oshima,3
7574,oshman,6
7575,oskinoff,1
7576,oslo,2
7577,osprei,1
7578,osseo,1
7579,ostentati,1
7580,osteochondrosi,1
7581,ostrichlik,1
7582,otpor,2
7583,ottoman,5
7584,ouattara,30
7585,ought,13
7586,oui,1
7587,ould,1
7588,ouof,1
7589,oust,53
7590,ouster,9
7591,out,3
7592,outboard,3
7593,outbreak,6
7594,outburst,3
7595,outclass,1
7596,outcom,46
7597,outcri,1
7598,outdoor,4
7599,outer,11
7600,outfit,6
7601,outgo,9
7602,outgrowth,2
7603,outgun,1
7604,outlai,1
7605,outlast,4
7606,outlaw,8
7607,outlet,4
7608,outli,1
7609,outlin,8
7610,outliv,1
7611,outmaneuv,3
7612,outmod,1
7613,outnumb,3
7614,outplai,1
7615,outpol,16
7616,outpost,1
7617,outpour,5
7618,output,2
7619,outrag,21
7620,outrais,1
7621,outreach,1
7622,outright,21
7623,outset,4
7624,outsid,175
7625,outskirt,4
7626,outsmart,3
7627,outspend,1
7628,outspent,3
7629,outspoken,4
7630,outstand,2
7631,outster,1
7632,outstrip,1
7633,outtara,1
7634,outvot,1
7635,outward,3
7636,outwardli,1
7637,outweigh,2
7638,oval,4
7639,ovat,1
7640,overabund,1
7641,overal,6
7642,overbil,1
7643,overboard,2
7644,overcam,8
7645,overcom,13
7646,overconfid,3
7647,overcrowd,1
7648,overdo,1
7649,overdu,1
7650,overec,1
7651,overestim,1
7652,overextend,1
7653,overflow,4
7654,overh,1
7655,overhaul,3
7656,overhead,13
7657,overjoi,1
7658,overlap,1
7659,overli,2
7660,overload,3
7661,overlook,8
7662,overnight,25
7663,overpaid,1
7664,overpow,17
7665,overreact,1
7666,overrid,3
7667,overrul,1
7668,overrun,2
7669,oversaw,5
7670,overse,29
7671,oversea,25
7672,overshadow,10
7673,oversight,1
7674,overst,2
7675,overstai,1
7676,overstep,1
7677,overt,3
7678,overtak,2
7679,overtaken,1
7680,overthrew,5
7681,overthrow,9
7682,overthrown,4
7683,overtim,2
7684,overtli,1
7685,overton,1
7686,overtook,1
7687,overtur,2
7688,overturff,1
7689,overturn,16
7690,overwhelm,27
7691,overwhelmingli,2
7692,overwrought,1
7693,overzeal,2
7694,ow,12
7695,owen,9
7696,owhali,2
7697,own,21
7698,owner,20
7699,ownership,1
7700,oxfam,1
7701,oxfamamerica,1
7702,oxygen,1
7703,oyanguren,1
7704,p,77
7705,pa,19
7706,pabl,2
7707,pac,1
7708,pace,10
7709,pacif,26
7710,pack,34
7711,packag,4
7712,pact,7
7713,paddi,12
7714,paddl,1
7715,padella,1
7716,padlock,1
7717,pae,2
7718,page,39
7719,pageantri,2
7720,pager,1
7721,pai,46
7722,paid,30
7723,paig,1
7724,pain,30
7725,painfulli,1
7726,painstak,3
7727,painstakingli,3
7728,paint,11
7729,painter,1
7730,pair,20
7731,pajama,1
7732,pajoli,1
7733,pakistan,30
7734,pakistani,8
7735,palac,24
7736,palacio,2
7737,palanka,3
7738,pale,2
7739,palestin,11
7740,palestinian,53
7741,pall,2
7742,pallbear,1
7743,palm,5
7744,palmer,7
7745,paltri,1
7746,pamper,1
7747,pamphlet,3
7748,pan,8
7749,panama,24
7750,panamanian,1
7751,panamericana,1
7752,panchal,1
7753,pandya,14
7754,paneagua,2
7755,panel,16
7756,paniagua,35
7757,panic,16
7758,panick,8
7759,pant,1
7760,pantap,1
7761,panther,1
7762,pantsuit,1
7763,paola,3
7764,papandr,2
7765,paper,24
7766,paperwork,2
7767,para,1
7768,parachut,1
7769,parad,21
7770,paradigm,1
7771,paradox,1
7772,parafinanci,2
7773,paraguai,3
7774,parallel,6
7775,paralys,1
7776,paralyz,1
7777,paramed,2
7778,paramilitari,10
7779,paranoia,3
7780,paranoiac,1
7781,paraphras,1
7782,parapleg,2
7783,parapolic,2
7784,pardon,91
7785,parent,60
7786,pari,9
7787,pariah,5
7788,parikh,1
